Course Title,Course URL,Duration,Rating,Cost,Level,Description,Platform
AWS Storage Gateway Deep Dive: Amazon FSx File Gateway,https://explore.skillbuilder.aws/learn/course/external/view/elearning/12921/aws-storage-gateway-deep-dive-amazon-fsx-file-gateway,1h 15m,5.0,Free,Advanced,"Welcome to the AWS Storage Gateway Deep Dive: Amazon FSx File Gateway course! Amazon FSx File Gateway optimizes on-premises access to fully managed, highly reliable file shares in Amazon FSx for Windows File Server.",AWS
AWS Storage Gateway Deep Dive: Tape Gateway,https://explore.skillbuilder.aws/learn/course/external/view/elearning/12449/aws-storage-gateway-deep-dive-tape-gateway,1h 15m,5.0,Free,Advanced,Welcome to the AWS Storage Gateway Deep Dive: Tape Gateway course! Tape Gateway replaces using physical tapes on premises with virtual tapes in AWS without you needing to change your existing backup workflows.,AWS
AWS Storage Gateway Deep Dive: Amazon S3 File Gateway,https://explore.skillbuilder.aws/learn/course/external/view/elearning/12445/aws-storage-gateway-deep-dive-amazon-s3-file-gateway,1h 05m,5.0,Free,Advanced,"Welcome to the AWS Storage Gateway Deep Dive: Amazon S3 File Gateway course! In this course, you learn how to connect your on-premises file, database, and backup applications to cloud storage using Amazon S3 File Gateway. You examine how to plan, secure, manage, monitor, and optimize Amazon S3 File Gateway deployments.",AWS
AWS Storage Gateway Deep Dive: Volume Gateway,https://explore.skillbuilder.aws/learn/course/external/view/elearning/12441/aws-storage-gateway-deep-dive-volume-gateway,1h 15m,5.0,Free,Advanced,"Welcome to the AWS Storage Gateway Deep Dive: Volume Gateway course! Volume Gateway presents cloud-backed Internet Small Computer System Interface (iSCSI) block storage volumes to your applications to provide seamless integration between your IT environment and the Amazon Web Services (AWS) storage infrastructure for your data protection, recovery, and migration needs.",AWS
Securing Data in Amazon Elastic File System (Amazon EFS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/12241/securing-data-in-amazon-elastic-file-system-amazon-efs,55m 00s,5.0,Free,Advanced,"Amazon Elastic File System (Amazon EFS) provides a simple, serverless, set-and-forget elastic file system for use with AWS Cloud services and on-premises resources. It is built to scale on demand to petabytes without disrupting applications, growing and shrinking automatically as you add and remove files, eliminating the need to provision and manage capacity to accommodate growth.",AWS
Designing and Deploying an Amazon Elastic File System (Amazon EFS) Solution,https://explore.skillbuilder.aws/learn/course/external/view/elearning/12240/designing-and-deploying-an-amazon-elastic-file-system-amazon-efs-solution,1h 20m,5.0,Free,Advanced,"Amazon Elastic File System (Amazon EFS) provides a simple, serverless, set-and-forget elastic file system for use with AWS Cloud services and on-premises resources. It is built to scale on demand to petabytes without disrupting applications, growing and shrinking automatically as you add and remove files, eliminating the need to provision and manage capacity to accommodate growth.",AWS
"Managing, Monitoring, and Optimizing your Amazon Elastic File System (Amazon EFS) Solution",https://explore.skillbuilder.aws/learn/course/external/view/elearning/12239/managing-monitoring-and-optimizing-your-amazon-elastic-file-system-amazon-efs-solution,55m 00s,5.0,Free,Advanced,"Amazon Elastic File System (Amazon EFS) provides a simple, serverless, set-and-forget elastic file system for use with AWS Cloud services and on-premises resources. It is built to scale on demand to petabytes without disrupting applications, growing and shrinking automatically as you add and remove files, eliminating the need to provision and manage capacity to accommodate growth.",AWS
Troubleshooting: Amazon Elastic Kubernetes Service (Amazon EKS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/11276/troubleshooting-amazon-elastic-kubernetes-service-amazon-eks,1h 00m,5.0,Free,Advanced,"In this course, you will learn how to view important information about troubleshooting Amazon Elastic Kubernetes Service (Amazon EKS). You can use this information to help troubleshoot common issues and provide effective support case details if you need to escalate to Amazon Web Services (AWS) Support.",AWS
Design Patterns for AWS Step Functions,https://explore.skillbuilder.aws/learn/course/external/view/elearning/10471/design-patterns-for-aws-step-functions,1h 30m,5.0,Free,Advanced,"AWS Step Functions is a low-code visual workflow service used to orchestrate Amazon Web Services (AWS) services, automate business processes, and build serverless applications. In this course, you learn how to implement design patterns in your Step Functions state machines and why to use each one. You also learn best practices to use while implementing these design patterns.",AWS
Managing Applications at Scale with Amazon ECS,https://explore.skillbuilder.aws/learn/course/external/view/elearning/10468/managing-applications-at-scale-with-amazon-ecs,1h 30m,5.0,Free,Advanced,,AWS
"Observing, Troubleshooting, and Optimizing Workloads Running on Amazon ECS",https://explore.skillbuilder.aws/learn/course/external/view/elearning/10467/observing-troubleshooting-and-optimizing-workloads-running-on-amazon-ecs,2h 30m,5.0,Free,Advanced,"In this course you learn how to gain observability to your applications running on Amazon Elastic Container Service (Amazon ECS). You learn how to collect metrics, logs, and traces at the system and application level. You also learn how to apply the information you gather to identify and correct problems.",AWS
Deep Dive: Amazon Elastic Block Store (Amazon EBS) Cost Optimization,https://explore.skillbuilder.aws/learn/course/external/view/elearning/10143/deep-dive-amazon-elastic-block-store-amazon-ebs-cost-optimization,30m 00s,5.0,Free,Advanced,"Amazon Elastic Block Store (Amazon EBS) is an easy-to-use, high-performance, block storage service designed for use with Amazon Elastic Compute Cloud (Amazon EC2) for both throughput-intensive and transaction-intensive workloads at any scale. You can deploy a broad range of workloads on Amazon EBS, such as relational and non-relational databases, enterprise applications, containerized applications, big data analytics engines, file systems, and media workflows. In this course, you learn about cost optimization for your Amazon EBS deployments. You learn to apply the principles of the Cost Optimization pillar of the AWS Well-Architected Framework to your Amazon EBS volumes, identify common cost optimization opportunities, apply pricing and performance consideration to choosing Amazon EBS volume types, and use AWS Cost Optimizer to help manage your cost optimization opportunities.",AWS
Deep Dive: Managing and Monitoring Amazon Elastic Block Store (Amazon EBS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/10076/deep-dive-managing-and-monitoring-amazon-elastic-block-store-amazon-ebs,1h 00m,5.0,Free,Advanced,"Amazon Elastic Block Store (Amazon EBS) supports a wide range of both transaction-intensive and throughput-intensive workloads on Amazon Web Services (AWS). In this fourth course of the Amazon EBS deep dive, you learn how to manage your EBS volumes, how to back up and restore volumes, and best practices for working with volumes. The course introduces you to how Amazon uses AWS Key Management Service (AWS KMS) to encrypt and decrypt your volumes and snapshots, and how to restore volumes using different encryptions keys. Finally, this course explains the value of monitoring and auditing Amazon EBS using tools such as Amazon CloudWatch and AWS CloudTrail.",AWS
