course_name,course_url,course_provider,course_skill,course_rating,course_enroll,course_difficultty,course_time,course_type,course_frr
Learn SQL Basics for Data Science,https://www.coursera.org/specializations/learn-sql-basics-data-science,"University of California, Davis","Skills you'll gain: SQL, Data Management, Statistical Programming, Apache, Big Data, Databases, Data Analysis, Data Analysis Software, Extract, Transform, Load, Data Warehousing, Machine Learning, Basic Descriptive Statistics, Computer Programming, Data Science, Exploratory Data Analysis, General Statistics, Leadership and Management, Probability & Statistics, Python Programming, Statistical Analysis",4.6,"1,87,525",beginner,3-6 months,course,free
Introduction to Programming with Python and Java,https://www.coursera.org/specializations/programming-python-java,University of Pennsylvania,"Skills you'll gain: Computer Programming, Python Programming, Statistical Programming, Java Programming, Mobile Development, Data Analysis, Programming Principles, Theoretical Computer Science, Data Visualization, Plot (Graphics), Mathematics, Data Management, Data Structures, Software Engineering, Software Testing, Data Mining, Computational Thinking, Entrepreneurship, Leadership and Management, Mathematical Theory & Analysis, Problem Solving, Research and Design, Data Science",4.4,"34,722",beginner,3-6 months,course,free
Mathematics for Machine Learning,https://www.coursera.org/specializations/mathematics-machine-learning,Imperial College London,"Skills you'll gain: Mathematics, Algebra, Linear Algebra, Machine Learning, Python Programming, Probability & Statistics, General Statistics, Calculus, Computer Programming, Applied Mathematics, Mathematical Theory & Analysis, Statistical Programming, Algorithms, Dimensionality Reduction, Regression, Theoretical Computer Science, Basic Descriptive Statistics, Data Analysis, Probability Distribution, Artificial Neural Networks, Computer Graphic Techniques, Computer Graphics, Computer Networking, Deep Learning, Differential Equations, Experiment, Machine Learning Algorithms, Network Model",4.6,"1,73,505",beginner,3-6 months,course,free
Data Science Fundamentals with Python and SQL,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,IBM Skills Network,"Skills you'll gain: Data Structures, Python Programming, Data Analysis, SQL, Statistical Programming, Computer Programming Tools, Data Analysis Software, General Statistics, Machine Learning Software, Probability & Statistics, Software Visualization, Databases, Programming Principles, Algebra, Database Theory, Business Analysis, Data Visualization Software, R Programming, Statistical Analysis, Data Management, Data Science, Basic Descriptive Statistics, Probability Distribution, Statistical Tests, Devops Tools, Machine Learning Algorithms, SPSS, Correlation And Dependence, Data Visualization, Exploratory Data Analysis, Plot (Graphics), Regression, Statistical Visualization, Computer Programming, Database Application, Extract, Transform, Load, Computational Logic, Database Administration, Machine Learning, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",4.5,"31,799",beginner,3-6 months,course,free
IBM & Darden Digital Strategy,https://www.coursera.org/specializations/digital-strategy,University of Virginia Darden School Foundation,"Skills you'll gain: Entrepreneurship, Strategy and Operations, Business Analysis, Business Transformation, Leadership and Management, Marketing, Sales, Strategy, Data Science, Cloud Computing, Data Analysis, Data Management, Research and Design, Applied Machine Learning, Business Design, Big Data, Market Analysis, Cloud Engineering, Cloud Infrastructure, Databases, NoSQL, Python Programming, SQL, Statistical Programming, Innovation, Basic Descriptive Statistics, Cloud Applications, Cloud Management, Cloud Platforms, Cloud Storage, Data Mining, Data Structures, Data Visualization, Data Warehousing, DevOps, General Statistics, IBM Cloud, Machine Learning, Mathematics, Network Security, Probability & Statistics, Software As A Service, Software Engineering, Apache, BlockChain, Business Psychology, Change Management, Computer Architecture, Computer Graphics, Computer Networking, Computer Programming, Computer Vision, Data Visualization Software, Deep Learning, Design and Product, Digital Marketing, Extract, Transform, Load, Finance, Human Computer Interaction, Interactive Design, Internet Of Things, Machine Learning Algorithms, Microsoft Excel, Operating Systems, Organizational Development, Product Strategy, Professional Development, Security Engineering, Software Architecture, Software Framework, System Programming, Theoretical Computer Science",4.7,"3,163",beginner,3-6 months,course,free
Data Engineering Foundations,https://www.coursera.org/specializations/data-engineering-foundations,IBM Skills Network,"Skills you'll gain: Data Structures, Data Management, Databases, SQL, Python Programming, Database Theory, Data Engineering, Data Analysis, Data Model, Database Application, Programming Principles, Extract, Transform, Load, Data Architecture, Algebra, Database Administration, Database Design, PostgreSQL, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Apache, Big Data, Data Science, Data Warehousing, Leadership and Management, Network Security, Professional Development, Security Engineering, Computational Logic, Computer Architecture, Computer Networking, Computer Programming, Computer Programming Tools, Distributed Computing Architecture, Mathematical Theory & Analysis, Mathematics, NoSQL, Project Management, Security Strategy, Strategy and Operations, Theoretical Computer Science",4.6,"9,863",beginner,3-6 months,course,free
Applied Data Science,https://www.coursera.org/specializations/applied-data-science,IBM Skills Network,"Skills you'll gain: Python Programming, Data Analysis, Data Science, Statistical Programming, Data Structures, Data Visualization, Basic Descriptive Statistics, Programming Principles, Exploratory Data Analysis, Computer Programming, Statistical Visualization, Algebra, Machine Learning, Applied Machine Learning, Data Mining, General Statistics, Regression, Statistical Analysis, Statistical Tests, Data Management, Extract, Transform, Load, Plot (Graphics), Interactive Data Visualization, Machine Learning Algorithms, SQL, Geovisualization, Algorithms, Business Analysis, Computational Logic, Computer Programming Tools, Correlation And Dependence, Data Analysis Software, Databases, Econometrics, Mathematical Theory & Analysis, Mathematics, Probability & Statistics, Spreadsheet Software, Statistical Machine Learning, Theoretical Computer Science",4.6,"12,132",beginner,3-6 months,course,free
IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,IBM,"Skills you'll gain: Security Engineering, Cyberattacks, Network Security, Computer Security Incident Management, Operating Systems, System Security, Computer Networking, Cryptography, Network Model, Databases, Cloud Computing, Cloud Engineering, Linux, System Software, Application Development, Cloud Infrastructure, Cloud Management, Computer Architecture, Data Management, Data Structures, Data Warehousing, Database Administration, Database Application, Distributed Computing Architecture, Finance, Leadership and Management, Network Architecture, Networking Hardware, Regulations and Compliance, SQL, Security Strategy, Software Engineering, Software Security, Software Testing, Statistical Programming, Theoretical Computer Science",4.6,"50,935",beginner,3-6 months,course,free
Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals,IBM Skills Network,"Skills you'll gain: Software Engineering, Python Programming, Data Analysis, Data Structures, Programming Principles, Computer Programming, Software Engineering Tools, Web Development, Algebra, Operating Systems, Other Web Frameworks, System Programming, System Software, Agile Software Development, Front-End Web Development, Application Development, Basic Descriptive Statistics, Design and Product, Exploratory Data Analysis, Full-Stack Web Development, Leadership and Management, Professional Development, Software Architecture, Software Framework, Theoretical Computer Science, Web Development Tools, Communication, Computational Logic, Journalism, Linux, Mathematical Theory & Analysis, Mathematics, Software Testing, Statistical Programming, Systems Design",4.6,"3,141",beginner,3-6 months,course,free
"DevOps, Cloud, and Agile Foundations",https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,IBM Skills Network,"Skills you'll gain: DevOps, Cloud Computing, Software Engineering, Agile Software Development, Continuous Delivery, Cloud Engineering, Cloud Infrastructure, Continuous Integration, Scrum (Software Development), Cloud Applications, Cloud Management, Cloud Platforms, Cloud Storage, IBM Cloud, Network Security, Software As A Service, Computer Programming, Programming Principles, BlockChain, Collaboration, Communication, Computer Architecture, Computer Graphics, Design and Product, Finance, Human Computer Interaction, Interactive Design, Leadership and Management, Operating Systems, Product Design, Product Development, Security Engineering, Software Architecture, Software Framework, Software Testing, System Programming, Theoretical Computer Science",4.7,"7,984",beginner,3-6 months,course,free
Cloud Application Development Foundations,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,IBM Skills Network,"Skills you'll gain: Cloud Computing, Web Development, IBM Cloud, Javascript, Computer Programming, Front-End Web Development, DevOps, HTML and CSS, Web Development Tools, Software Engineering, Cloud Applications, Cloud Engineering, Cloud Foundry, Cloud Infrastructure, Back-End Web Development, Computer Programming Tools, Devops Tools, Software Engineering Tools, Cloud Management, Cloud Platforms, Cloud Storage, Continuous Delivery, Databases, Network Security, NoSQL, Other Web Frameworks, Software As A Service, BlockChain, Computer Architecture, Computer Graphics, Computer Science, Continuous Integration, Data Management, Finance, Full-Stack Web Development, Human Computer Interaction, Interactive Design, Operating Systems, React (web framework), SQL, Security Engineering, Software Architecture, Software Framework, Statistical Programming, System Programming, Theoretical Computer Science, Web Design",4.6,"5,635",beginner,3-6 months,course,free
